user_id,iso_score,lof_score,anomaly_score,iso_flag,lof_flag,is_anomaly,severity,vel_1d,vel_7d,vel_30d,count_30d,accounts.COUNT(transactions),avg_amt_30d,accounts.MEAN(transactions.amount),accounts.MAX(transactions.amount),accounts.MEAN(monthly_stats.total_spend),accounts.MAX(monthly_stats.total_spend),accounts.SUM(monthly_stats.total_spend),accounts.balances_current,days_since_last,accounts.TIME_SINCE_LAST(transactions.date),merchant_diversity,new_merchant_count,task_segment,top_category,top_merchant,primary_spending_trend
USR542rd,33.4,11.58,22.49,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR628FF,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR981sU,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR138nO,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR352dx,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR465JE,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR637Ps,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR958Ub,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR432HO,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR600iP,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR702jw,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR967NT,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR761gu,33.4,11.58,22.49,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR940yP,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR721Sq,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR051Ap,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR525bL,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR981TN,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR375UA,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR668BV,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR056dz,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR678Jt,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR745Bz,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR625kR,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR398kh,33.4,11.58,22.49,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR986Sg,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR272FG,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR907oy,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR678LY,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR626bp,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR030tI,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR703hK,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR401gL,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR277dW,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR514qc,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR259ou,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR340wo,89.56,8.36,48.96,True,False,False,Normal,5.0,22.0,107.0,107.0,107,38.73710280373832,38.73710280373832,1400.0,-2600.0,0.0,-5200.0,110.0,0.0,2073600.0,0.77,82.0,High-Intensity User,Finance,Unknown Merchant,Surging in Transportation
USR471zI,30.31,1.31,15.81,False,False,False,Normal,1.0,1.0,1.0,1.0,1,-4.22,-4.22,-4.22,-4.22,-4.22,-4.22,210.0,0.0,2160000.0,1.0,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR514Mj,26.66,1.34,14.0,False,False,False,Normal,1.0,1.0,1.0,1.0,1,1000.0,1000.0,1000.0,0.0,0.0,0.0,1205.0,0.0,4406400.0,1.0,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR486wN,32.57,1.6,17.09,False,False,False,Normal,1.0,5.0,7.0,7.0,7,589.7857142857143,589.7857142857143,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.71,5.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR707cn,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR229Pm,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR844Zm,34.92,11.57,23.25,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.03,5.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR001ul,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR333eC,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR964ub,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR827NH,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR871gH,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR704Hs,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR566Ig,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR272eU,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR971nl,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR575ro,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR464Az,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR264Ys,33.4,11.58,22.49,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR263pz,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR840Il,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR950fn,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR562FO,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR214bO,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR355WP,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR707rn,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR229Dn,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR194uB,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR071ef,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR998yq,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR869qe,89.56,8.36,48.96,True,False,False,Normal,5.0,22.0,107.0,107.0,107,38.73710280373832,38.73710280373832,1400.0,-2600.0,0.0,-5200.0,110.0,0.0,2073600.0,0.77,82.0,High-Intensity User,Finance,Unknown Merchant,Surging in Transportation
USR024KD,30.31,1.31,15.81,False,False,False,Normal,1.0,1.0,1.0,1.0,1,-4.22,-4.22,-4.22,-4.22,-4.22,-4.22,210.0,0.0,2160000.0,1.0,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR661QD,26.66,1.34,14.0,False,False,False,Normal,1.0,1.0,1.0,1.0,1,1000.0,1000.0,1000.0,0.0,0.0,0.0,1205.0,0.0,4406400.0,1.0,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR006To,32.57,1.6,17.09,False,False,False,Normal,1.0,5.0,7.0,7.0,7,589.7857142857143,589.7857142857143,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.71,5.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR785BT,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR154xS,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR273gg,34.92,11.57,23.25,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.03,5.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR507pL,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR305BD,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR002SI,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR718AA,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR779vk,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR738SY,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR722lH,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR525Mo,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR664JN,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR281jP,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR143dp,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR101Wd,34.92,11.57,23.25,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.03,5.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR926eP,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR671AL,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR032gM,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR510PJ,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR681MW,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR550Li,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR313wr,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR103Aa,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR905Io,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR803MW,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR739hH,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR888gq,33.4,11.58,22.49,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR594QR,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR724hb,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR298fI,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR365gu,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR896rm,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR577jk,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR331cF,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR163SC,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR899td,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR465ID,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR783VD,9.18,0.24,4.71,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR174bk,33.4,11.58,22.49,False,False,False,Normal,1.0,1.0,7.0,7.0,145,-41.87714285714286,-62.70041379310344,89.4,-480.0,0.0,-12000.0,110.0,0.0,2073600.0,0.04,6.0,Single-Tasker,Transportation,United Airlines,Surging in Transportation
USR673Ud,12.14,0.24,6.19,False,False,False,Normal,1.0,1.0,3.0,3.0,49,5.5200000000000005,10.091836734693878,25.0,-4.22,-4.22,-105.5,210.0,0.0,2160000.0,0.02,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR554bC,5.84,0.24,3.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,1000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR530Nq,18.62,5.59,12.11,False,False,False,Normal,1.0,5.0,7.0,7.0,144,665.2857142857143,692.8333333333334,2078.5,0.0,0.0,0.0,410.0,0.0,3024000.0,0.02,3.0,Healthy Active User,Finance,Unknown Merchant,Surging in Finance
USR451il,21.06,13.02,17.04,False,False,False,Normal,1.0,1.0,2.0,2.0,24,5850.0,5850.0,5850.0,0.0,0.0,0.0,43200.0,0.0,4406400.0,0.04,1.0,Single-Tasker,Finance,Unknown Merchant,Surging in Finance
USR974tj,12.19,12.82,12.5,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320.76,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR058Df,12.9,3.3,8.1,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23631.9805,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR971rW,18.6,0.24,9.42,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65262.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR853pE,16.88,0.24,8.56,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56302.06,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR530od,9.1,0.24,4.67,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
USR797BB,11.05,17.4,14.23,False,False,False,Normal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12060.0,,0.0,0.0,0.0,Low Activity/Trial,,,No Data
