user_id,forecast_month,segment,n_months_history,spend_forecast,spend_lower,spend_upper,spend_method,spend_direction,spend_pct_change_vs_hist,spend_vs_last_month_pct,count_forecast,count_lower,count_upper,count_method,avg_amount_forecast,hist_avg_spend,hist_avg_count,last_month_spend,last_month_count,confidence,cat1_name,cat1_forecast,cat1_hist_avg,cat2_name,cat2_forecast,cat2_hist_avg,cat3_name,cat3_forecast,cat3_hist_avg
USR721Xc,2025-02,Single-Tasker,21,3587.85,0.0,16567.37,prophet,stable,4.9,74182.6,2,1,4,prophet,1793.92,3420.2,2.2,4.83,1,high,Shopping,28618.79,22186.75,Medical/Dental,394.97,463.59,Friend Activities,118.58,242.97
USR723TN,2025-02,Single-Tasker,22,293.57,0.0,1245.94,prophet,decreasing,-58.9,570.7,2,0,4,prophet,146.78,714.14,2.5,43.77,1,high,Travel,768.4,456.86,Fitness,115.17,431.62,Housing and Utilities,406.18,562.4
USR724hb,2025-10,Single-Tasker,24,1000.0,1000.0,1000.0,prophet,stable,0.0,0.0,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,high,Finance,1000.0,1000.0,,,,,,
USR725fj,2025-02,Single-Tasker,23,4896.05,0.0,20308.86,prophet,stable,8.6,2084.7,3,2,5,prophet,1632.02,4509.12,3.0,224.11,1,high,Shopping,11801.83,14025.5,Housing and Utilities,3950.85,3143.74,Fitness,865.99,1083.66
USR726Lh,2025-01,Consistent Weekly,23,388.33,0.0,985.11,prophet,decreasing,-20.4,-53.8,2,0,4,prophet,194.16,488.14,2.4,841.44,2,high,Medical/Dental,253.29,363.25,Shopping,412.02,646.41,Gifts,416.9,207.33
USR726VM,2025-01,Single-Tasker,23,7574.4,0.0,21988.11,prophet,increasing,91.3,70887.8,2,1,4,prophet,3787.2,3958.55,2.1,10.67,1,high,Shopping,25679.33,19831.31,Travel,514.76,532.31,Fitness,1028.81,833.99
USR733gw,2025-12,Low Activity/Trial,4,1825.56,0.0,3997.12,prophet,stable,-4.0,8308.8,21,0,44,prophet,86.93,1900.91,24.5,21.71,2,medium,Finance,1057.23,1408.41,Housing and Utilities,565.66,457.32,Other,332.74,285.62
USR737zJ,2025-02,Single-Tasker,22,265.42,0.0,1691.08,prophet,decreasing,-62.2,3511.2,2,0,4,prophet,132.71,703.03,2.5,7.35,1,high,Housing and Utilities,75.27,731.67,Fitness,438.22,417.74,Personal Hygiene,403.8,481.67
USR739UP,2025-12,High-Intensity User,28,6822.82,0.0,14904.74,prophet,increasing,46.1,5595.2,74,0,166,prophet,92.2,4668.94,104.8,119.8,14,high,Finance,7877.62,3044.69,Personal Hygiene,2939.77,1336.02,Other,1514.04,462.89
USR739ei,2025-02,Single-Tasker,19,3057.98,0.0,6468.59,prophet,increasing,68.9,806.0,2,0,5,prophet,1528.99,1810.15,2.4,337.53,1,high,Housing and Utilities,3268.44,4205.33,Medical/Dental,453.22,430.16,Gifts,263.9,532.49
USR746kv,2025-01,Consistent Weekly,21,0.0,0.0,4465.08,prophet,decreasing,-100.0,-100.0,2,1,4,prophet,0.0,1556.41,2.1,99.26,3,high,Shopping,9011.11,12128.78,Housing and Utilities,497.99,892.16,Travel,146.74,348.19
USR747HD,2025-11,Single-Tasker,2,2000.0,1600.0,2400.0,wma,stable,0.0,0.0,1,1,1,wma,2000.0,2000.0,1.0,2000.0,1,low,Other,2000.0,2000.0,,,,,,
USR748ZE,2025-11,Single-Tasker,2,200.0,160.0,240.0,wma,stable,0.0,0.0,1,1,1,wma,200.0,200.0,1.0,200.0,1,low,Finance,200.0,200.0,,,,,,
USR755DK,2025-11,Single-Tasker,2,230.0,184.0,276.0,wma,stable,0.0,0.0,1,1,1,wma,230.0,230.0,1.0,230.0,1,low,Other,230.0,230.0,,,,,,
USR756hT,2025-01,Single-Tasker,21,0.0,0.0,73327.45,prophet,decreasing,-100.0,-100.0,3,1,4,prophet,0.0,15851.37,2.4,98.03,2,high,Shopping,179.64,81450.51,Housing and Utilities,733.53,727.54,Travel,439.52,274.64
USR756uA,2025-02,Single-Tasker,22,701.51,0.0,2810.07,prophet,decreasing,-30.5,452.9,2,0,4,prophet,350.75,1009.41,2.6,126.88,1,high,Shopping,2785.85,1443.77,Housing and Utilities,88.28,751.0,Travel,361.23,458.75
USR757AI,2025-01,Consistent Weekly,20,136.95,0.0,666.54,prophet,decreasing,-63.5,-35.5,2,1,3,prophet,68.47,375.51,2.0,212.42,5,high,Medical/Dental,609.13,474.32,Fitness,1764.2,1764.2,Friend Activities,367.23,296.85
USR759Fr,2025-02,Single-Tasker,20,6750.0,0.0,68874.34,prophet,decreasing,-58.5,5112.4,3,1,4,prophet,2250.0,16269.12,2.2,129.5,1,high,Shopping,93109.47,79636.92,Gifts,1312.56,1026.77,Friend Activities,214.84,404.77
USR761gu,2025-11,Single-Tasker,25,534.4,410.66,656.98,prophet,decreasing,-10.4,497.8,5,4,7,prophet,106.88,596.34,5.8,89.4,1,high,Transportation,512.78,511.73,Groceries,89.4,89.4,Food and Dining,16.33,16.33
USR765RD,2025-02,Healthy Active User,20,620.01,0.0,2250.92,prophet,decreasing,-14.7,31.6,3,1,5,prophet,206.67,726.61,2.8,471.18,3,high,Housing and Utilities,146.09,841.67,Personal Hygiene,636.44,636.15,Travel,999.5,789.82
USR774PR,2025-02,Single-Tasker,22,10314.51,0.0,26061.96,prophet,increasing,180.5,13017.8,3,1,5,prophet,3438.17,3677.33,2.8,78.63,1,high,Shopping,29978.42,9720.16,Housing and Utilities,1856.89,1169.51,Medical/Dental,625.09,470.62
USR778Dk,2025-01,Consistent Weekly,21,8691.89,0.0,22125.02,prophet,increasing,132.8,86.1,2,0,4,prophet,4345.94,3733.34,2.2,4670.91,2,high,Shopping,26331.71,9806.99,Housing and Utilities,2929.07,2153.73,Medical/Dental,585.88,589.22
USR784ar,2025-01,Healthy Active User,22,29179.92,0.0,95734.86,prophet,increasing,145.8,14476.1,2,1,4,prophet,14589.96,11869.88,2.2,200.19,5,high,Shopping,82825.1,124030.59,Travel,736.62,511.95,Personal Hygiene,398.05,587.94
USR785nU,2025-01,Single-Tasker,22,671.46,0.0,1595.36,prophet,stable,0.7,-59.4,2,0,3,prophet,335.73,666.51,2.1,1655.7,1,high,Gifts,1183.65,980.21,Personal Hygiene,846.6,932.67,Travel,413.16,243.39
USR793Ca,2025-01,Healthy Active User,19,4250.53,0.0,40462.08,prophet,decreasing,-44.8,2101.2,3,1,5,prophet,1416.84,7694.59,2.2,193.1,2,high,Shopping,45728.76,34326.05,Housing and Utilities,1594.23,1581.07,Fitness,399.38,484.49
USR799Rk,2025-10,Single-Tasker,24,5850.0,5850.0,5850.0,prophet,stable,0.0,0.0,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,high,Finance,5850.0,5850.0,,,,,,
USR803YO,2025-02,Consistent Weekly,24,18894.97,0.0,51608.7,prophet,increasing,193.4,1523.2,2,1,4,prophet,9447.49,6439.38,2.2,1164.08,2,high,Shopping,69857.38,46688.92,Personal Hygiene,1537.64,1284.57,Fitness,43.77,720.87
USR813QZ,2025-01,Single-Tasker,18,5467.06,0.0,11157.61,prophet,increasing,145.2,-75.5,2,1,4,prophet,2733.53,2229.99,2.4,22296.25,2,high,Shopping,11216.84,5891.54,Housing and Utilities,4208.39,4208.39,Friend Activities,228.78,304.11
USR818nO,2025-01,Healthy Active User,23,16442.01,0.0,47221.01,prophet,increasing,142.8,-18.4,3,1,5,prophet,5480.67,6772.54,2.6,20149.08,3,high,Shopping,50718.83,28725.01,Gifts,381.91,454.88,Medical/Dental,481.35,618.45
USR821Id,2025-02,Single-Tasker,23,127.85,0.0,2010.26,prophet,decreasing,-87.8,0.3,2,1,3,prophet,63.92,1048.68,2.1,127.41,1,high,Housing and Utilities,1040.22,2324.56,Shopping,255.66,936.17,Travel,290.9,337.96
USR827NH,2025-10,Single-Tasker,24,5850.0,5850.0,5850.0,prophet,stable,0.0,0.0,1,1,1,prophet,5850.0,5850.0,1.0,5850.0,1,high,Finance,5850.0,5850.0,,,,,,
USR828eU,2025-02,Healthy Active User,22,0.0,0.0,35222.21,prophet,decreasing,-100.0,-100.0,3,1,4,prophet,0.0,8128.6,2.4,2559.01,3,high,Shopping,1375.14,33937.96,Gifts,1106.31,999.26,Friend Activities,322.72,232.56
USR829qO,2025-12,Low Activity/Trial,4,1912.36,0.0,4248.17,prophet,stable,-1.2,8708.7,24,0,49,prophet,79.68,1935.1,24.5,21.71,2,medium,Finance,1057.23,1408.41,Housing and Utilities,650.0,650.0,Other,295.1,243.54
USR831lM,2025-11,Single-Tasker,2,200.0,160.0,240.0,wma,stable,0.0,0.0,1,1,1,wma,200.0,200.0,1.0,200.0,1,low,Finance,200.0,200.0,,,,,,
USR832EJ,2025-01,Consistent Weekly,21,12421.6,0.0,35135.03,prophet,increasing,74.5,1073.1,3,1,5,prophet,4140.53,7118.88,2.5,1058.89,3,high,Shopping,34709.09,15969.29,Housing and Utilities,1097.22,1907.83,Fitness,561.83,629.59
USR834PN,2024-10,Consistent Weekly,20,381.85,0.0,2054.65,prophet,decreasing,-44.7,-0.9,2,1,3,prophet,190.93,690.21,2.1,385.2,2,high,Shopping,2036.03,2993.27,Travel,951.47,950.34,Transportation,446.95,308.56
USR840Fs,2025-02,Healthy Active User,21,665.33,0.0,1488.96,prophet,stable,4.1,-14.0,2,1,3,prophet,332.67,639.27,2.2,773.68,3,high,Fitness,673.3,397.0,Housing and Utilities,444.36,655.1,Gifts,319.9,405.84
USR840Il,2025-10,Single-Tasker,24,1000.0,1000.0,1000.0,prophet,stable,0.0,0.0,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,high,Finance,1000.0,1000.0,,,,,,
USR841fP,2025-11,Single-Tasker,2,200.0,160.0,240.0,wma,stable,0.0,0.0,1,1,1,wma,200.0,200.0,1.0,200.0,1,low,Other,200.0,200.0,,,,,,
USR843Yq,2025-01,Single-Tasker,21,560.51,0.0,1935.05,prophet,decreasing,-31.6,334.7,2,0,3,prophet,280.25,818.92,2.4,128.95,1,high,Housing and Utilities,922.84,1353.2,Medical/Dental,646.8,690.95,Gifts,1251.53,881.96
USR844Xx,2025-12,Low Activity/Trial,4,2036.24,0.0,4502.99,prophet,stable,-4.6,8272.7,21,0,46,prophet,96.96,2135.14,24.5,24.32,2,medium,Other,1788.82,1807.68,Shopping,313.8,262.35,Housing and Utilities,148.2,123.93
USR844Zm,2025-11,Single-Tasker,25,534.4,408.84,655.04,prophet,decreasing,-10.4,497.8,5,4,7,prophet,106.88,596.34,5.8,89.4,1,high,Transportation,512.78,511.73,Groceries,89.4,89.4,Food and Dining,16.33,16.33
USR847Vu,2025-02,Single-Tasker,22,1026.13,0.0,3357.43,prophet,decreasing,-16.4,1974.2,2,0,4,prophet,513.07,1227.59,2.3,49.47,1,high,Shopping,2802.4,3132.13,Housing and Utilities,1093.3,1088.59,Fitness,334.79,657.2
USR847gv,2025-01,Single-Tasker,20,14809.84,0.0,45426.84,prophet,increasing,128.0,8058.3,2,1,4,prophet,7404.92,6496.69,2.6,181.53,3,high,Shopping,56977.53,38190.2,Personal Hygiene,1959.18,696.72,Gifts,609.99,446.74
USR848ei,2025-02,Single-Tasker,18,12403.19,0.0,27945.48,prophet,increasing,242.2,24499.7,3,2,4,prophet,4134.4,3624.36,2.2,50.42,1,high,Shopping,28683.32,14615.47,Medical/Dental,404.5,342.56,Travel,587.17,427.52
USR862eI,2025-02,Single-Tasker,21,1157.11,0.0,11518.82,prophet,decreasing,-59.8,542.4,2,0,4,prophet,578.55,2880.93,2.7,180.11,1,high,Shopping,38659.88,38659.88,Personal Hygiene,2416.7,1371.88,Housing and Utilities,146.51,1096.73
USR866Vy,2025-02,Single-Tasker,21,0.0,0.0,21327.33,prophet,decreasing,-100.0,-100.0,1,0,3,prophet,0.0,5592.14,2.0,7.13,1,high,Shopping,2612.64,18554.53,Medical/Dental,299.87,380.01,Fitness,404.6,384.7
USR869qe,2025-11,High-Intensity User,2,5897.42,4717.94,7076.91,wma,decreasing,-18.9,87.4,47,37,56,wma,125.48,7272.44,53.5,3147.4,33,low,Finance,3589.0,4329.5,Transportation,777.44,1082.66,Shopping,602.56,734.84
USR885po,2025-11,Single-Tasker,2,200.0,160.0,240.0,wma,stable,0.0,0.0,1,1,1,wma,200.0,200.0,1.0,200.0,1,low,Finance,200.0,200.0,,,,,,
USR885xH,2025-02,Single-Tasker,23,411.94,0.0,2038.03,prophet,decreasing,-47.9,-68.2,3,2,5,prophet,137.31,790.69,2.6,1297.38,2,high,Shopping,3906.27,3041.12,Housing and Utilities,636.99,1130.79,Medical/Dental,284.59,279.98
USR886vk,2025-02,Consistent Weekly,23,0.0,0.0,7648.0,prophet,decreasing,-100.0,-100.0,3,1,4,prophet,0.0,2615.73,2.0,692.85,2,high,Shopping,1039.02,9199.98,Fitness,912.87,1015.22,Travel,130.19,538.05
USR888CC,2025-11,Healthy Active User,25,3980.95,2415.26,5434.64,prophet,stable,-0.2,696.2,6,4,8,prophet,663.49,3990.72,5.8,500.0,1,high,Finance,2578.5,2690.61,Fitness,578.5,578.5,Food and Dining,500.0,521.74
USR888gq,2025-11,Single-Tasker,25,534.4,405.71,662.0,prophet,decreasing,-10.4,497.8,5,4,7,prophet,106.88,596.34,5.8,89.4,1,high,Transportation,512.78,511.73,Groceries,89.4,89.4,Food and Dining,16.33,16.33
USR895fU,2025-02,Consistent Weekly,21,28678.02,0.0,111343.64,prophet,increasing,57.4,15531.8,2,0,3,prophet,14339.01,18225.38,2.1,183.46,2,high,Shopping,132455.24,123946.92,Housing and Utilities,4243.23,4243.23,Fitness,338.12,595.9
USR896kh,2025-02,Single-Tasker,22,557.82,0.0,1292.14,prophet,stable,2.7,596.4,2,1,4,prophet,278.91,543.37,2.2,80.1,1,high,Gifts,847.9,997.35,Friend Activities,340.88,388.09,Fitness,416.0,432.6
USR900TT,2025-11,Single-Tasker,2,230.0,184.0,276.0,wma,stable,0.0,0.0,1,1,1,wma,230.0,230.0,1.0,230.0,1,low,Other,230.0,230.0,,,,,,
USR901Hl,2025-02,Single-Tasker,18,15983.68,0.0,82150.42,prophet,increasing,22.6,18397.5,2,1,4,prophet,7991.84,13033.09,2.7,86.41,1,high,Shopping,37001.79,73729.94,Housing and Utilities,1534.27,1168.21,Travel,570.61,397.98
USR907oy,2025-11,Healthy Active User,25,3980.95,2370.15,5558.55,prophet,stable,-0.2,696.2,6,4,8,prophet,663.49,3990.72,5.8,500.0,1,high,Finance,2578.5,2690.61,Fitness,578.5,578.5,Food and Dining,500.0,521.74
USR914Gc,2025-01,Healthy Active User,19,18224.72,0.0,39955.66,prophet,increasing,243.4,-79.4,3,0,5,prophet,6074.91,5307.08,2.7,88632.55,3,high,Shopping,44224.47,23410.29,Medical/Dental,317.86,260.44,Personal Hygiene,772.7,584.72
USR925Mf,2025-02,Consistent Weekly,19,1268.6,0.0,2696.12,prophet,increasing,42.0,-65.7,3,1,4,prophet,422.87,893.53,2.1,3701.15,2,high,Shopping,2141.36,1273.34,Housing and Utilities,584.42,1224.38,Fitness,581.25,709.66
USR926eP,2025-11,Single-Tasker,25,25.25,19.63,30.92,prophet,decreasing,-10.5,498.3,2,2,2,prophet,12.62,28.22,2.0,4.22,1,high,Finance,16.72,28.22,,,,,,
USR926hk,2025-02,Consistent Weekly,23,1021.48,0.0,3012.21,prophet,stable,-3.7,-75.6,2,1,3,prophet,510.74,1060.9,2.2,4183.38,1,high,Shopping,2563.44,2252.01,Fitness,659.13,990.46,Medical/Dental,552.91,481.03
USR932HS,2025-02,Single-Tasker,22,0.0,0.0,46627.74,prophet,decreasing,-100.0,-100.0,3,1,4,prophet,0.0,10202.6,2.5,151.74,1,high,Shopping,346.94,48463.82,Housing and Utilities,3083.99,3989.41,Travel,871.79,748.07
USR936rw,2025-02,Healthy Active User,20,4445.12,0.0,17419.23,prophet,increasing,63.4,1660.6,3,1,4,prophet,1481.71,2719.86,2.4,252.48,3,high,Shopping,21347.46,8986.37,Medical/Dental,678.65,776.7,Fitness,631.26,712.28
USR940yP,2025-11,Single-Tasker,25,25.25,19.64,31.14,prophet,decreasing,-10.5,498.3,2,2,2,prophet,12.62,28.22,2.0,4.22,1,high,Finance,16.72,28.22,,,,,,
USR944dh,2025-02,Single-Tasker,20,5418.23,0.0,97054.24,prophet,decreasing,-68.7,318.6,2,1,4,prophet,2709.11,17330.33,2.4,1294.4,1,high,Shopping,57045.07,84851.26,Friend Activities,131.02,261.13,Housing and Utilities,619.18,371.13
USR950fn,2025-11,Healthy Active User,25,3980.95,2439.54,5604.71,prophet,stable,-0.2,696.2,6,4,8,prophet,663.49,3990.72,5.8,500.0,1,high,Finance,2578.5,2690.61,Fitness,578.5,578.5,Food and Dining,500.0,521.74
USR951HI,2025-02,Consistent Weekly,23,867.96,0.0,2639.82,prophet,decreasing,-17.1,1996.0,3,2,4,prophet,289.32,1046.93,2.4,41.41,2,high,Shopping,2279.5,2627.34,Housing and Utilities,120.76,1352.45,Gifts,960.85,551.99
USR953VW,2025-02,Single-Tasker,21,11173.82,0.0,39426.27,prophet,increasing,65.7,75654.7,2,0,3,prophet,5586.91,6744.23,2.1,14.75,1,high,Shopping,15818.95,31458.71,Housing and Utilities,2934.21,2500.97,Travel,340.6,431.98
USR961UU,2025-01,Single-Tasker,22,2982.91,0.0,11596.46,prophet,increasing,45.5,5969.0,1,0,3,prophet,2982.91,2050.48,2.2,49.15,1,high,Shopping,12910.44,9495.38,Fitness,492.8,487.21,Friend Activities,177.69,202.41
USR964lF,2025-01,Single-Tasker,22,2585.24,118.96,4984.34,prophet,increasing,114.0,-66.8,4,2,5,prophet,646.31,1208.32,2.6,7775.58,3,high,Housing and Utilities,3718.04,2626.44,Shopping,7154.32,7154.32,Travel,287.08,392.51
USR964ub,2025-11,Healthy Active User,25,3980.95,2453.73,5456.0,prophet,stable,-0.2,696.2,6,4,8,prophet,663.49,3990.72,5.8,500.0,1,high,Finance,2578.5,2690.61,Fitness,578.5,578.5,Food and Dining,500.0,521.74
USR977PC,2025-02,Single-Tasker,21,6342.48,0.0,50264.87,prophet,decreasing,-16.8,21930.1,2,0,3,prophet,3171.24,7624.7,1.9,28.79,1,high,Shopping,26998.21,31322.18,Gifts,127.23,191.97,Fitness,857.99,857.99
USR978oc,2025-12,Low Activity/Trial,4,2048.24,0.0,4355.42,prophet,stable,-3.9,8322.0,21,0,44,prophet,97.54,2130.68,24.5,24.32,2,medium,Other,3141.32,2537.25,Shopping,215.41,222.88,Groceries,167.54,173.14
USR979Po,2025-01,Single-Tasker,19,574.65,43.74,1164.73,prophet,stable,0.3,116.4,2,0,3,prophet,287.32,572.87,2.3,265.5,1,high,Fitness,567.44,511.39,Gifts,786.96,556.16,Medical/Dental,395.08,379.35
USR980UY,2025-11,Consistent Weekly,19,3219.34,3217.53,3221.3,prophet,stable,0.0,-0.0,6,5,7,prophet,536.56,3217.97,5.3,3219.35,6,high,Finance,3210.0,3210.0,Food and Dining,8.73,7.97,,,
USR981Is,2025-02,Single-Tasker,19,7229.87,0.0,17903.05,prophet,increasing,145.5,52.7,2,1,3,prophet,3614.93,2945.24,2.4,4735.03,1,high,Shopping,8993.05,6460.23,Personal Hygiene,1174.17,745.78,Housing and Utilities,44.24,373.36
USR981sU,2025-10,Single-Tasker,24,1000.0,1000.0,1000.0,prophet,stable,0.0,0.0,1,1,1,prophet,1000.0,1000.0,1.0,1000.0,1,high,Finance,1000.0,1000.0,,,,,,
USR985cj,2025-01,Single-Tasker,24,0.0,0.0,53541.66,prophet,decreasing,-100.0,-100.0,2,1,4,prophet,0.0,14260.26,2.6,2097.91,2,high,Shopping,40713.57,54907.49,Housing and Utilities,1518.71,1524.75,Medical/Dental,220.71,404.05
USR986Sg,2025-11,Single-Tasker,25,25.25,19.4,31.31,prophet,decreasing,-10.5,498.3,2,2,2,prophet,12.62,28.22,2.0,4.22,1,high,Finance,16.72,28.22,,,,,,
USR989QU,2025-11,Single-Tasker,2,230.0,184.0,276.0,wma,stable,0.0,0.0,1,1,1,wma,230.0,230.0,1.0,230.0,1,low,Other,230.0,230.0,,,,,,
USR990MJ,2025-02,Healthy Active User,23,14316.43,0.0,60511.27,prophet,increasing,39.3,765.3,3,1,5,prophet,4772.14,10274.62,3.1,1654.58,3,high,Shopping,95590.73,43747.66,Gifts,323.26,610.21,Personal Hygiene,809.87,416.38
USR990wn,2025-02,Consistent Weekly,22,15537.27,0.0,36809.05,prophet,increasing,230.2,10378.3,2,1,3,prophet,7768.64,4705.28,2.5,148.28,2,high,Shopping,58003.33,43513.9,Housing and Utilities,3434.47,1674.84,Travel,385.4,399.55
USR992ZI,2025-11,Single-Tasker,2,200.0,160.0,240.0,wma,stable,0.0,0.0,1,1,1,wma,200.0,200.0,1.0,200.0,1,low,Other,200.0,200.0,,,,,,
USR993dr,2025-01,Consistent Weekly,20,155.39,0.0,762.57,prophet,decreasing,-68.1,-54.0,3,1,4,prophet,51.8,487.8,2.5,337.51,5,high,Fitness,379.46,536.5,Personal Hygiene,607.48,865.11,Gifts,214.66,160.72
USR996DQ,2025-02,Healthy Active User,21,1408.75,0.0,3287.72,prophet,increasing,26.4,277.0,3,1,4,prophet,469.58,1114.9,2.7,373.65,3,high,Housing and Utilities,1849.37,1263.62,Shopping,3167.74,2432.93,Gifts,2240.07,2058.18
